Time,SP,PV,OP,Error
4178,-0.096957,-0.11375,-0.61799,0.058011
4179,-0.18472,-0.54715,-0.0578,1.3648
4180,-0.36025,-0.27802,-0.65998,-0.33336
4181,0.16633,-0.28501,0.17644,1.723
4182,-0.31723,-0.46502,-0.25337,0.54226
4183,-0.0091931,0.083732,-0.48761,-0.35326
4184,-0.0091931,-0.17142,-0.16498,0.61522
4185,0.47437,0.068004,0.26484,1.5704
4186,0.51911,0.60102,-0.20696,-0.2803
4187,0.69464,0.84394,-0.14619,-0.52573
4188,0.12331,0.22878,-0.16498,-0.39306
4189,-0.44801,0.23053,-1.1738,-2.602
4190,-0.97632,-0.6188,-1.155,-1.4146
4191,-1.5046,-1.3371,-1.1738,-0.72474
4192,-1.6354,-1.8212,-1.0478,0.60859
4193,-2.0759,-1.6412,-1.9682,-1.7728
4194,-1.9882,-2.2913,-1.239,1.0331
4195,-0.9333,-1.0452,-1.2158,0.36978
4196,-0.31723,-0.50172,-0.78705,0.68156
4197,-0.5375,-0.68172,-0.59479,0.51572
4198,-1.1518,-1.1169,-0.87434,-0.20069
4199,-1.6354,-1.4979,-1.324,-0.6186
4200,-1.8557,-1.8037,-1.3461,-0.30683
4201,-1.6801,-1.8561,-1.1738,0.56879
4202,-1.2396,-1.1606,-1.3041,-0.37316
4203,-0.66828,-1.241,-0.33734,2.1343
4204,-0.18472,-0.48948,-0.37933,1.1459
4205,-0.9333,-0.67648,-1.0246,-1.0299
4206,-0.80079,-1.1239,-0.36055,1.1791
4207,-0.22946,-0.74114,-0.099787,1.9287
4208,-0.27248,-0.60308,-0.037911,1.2388
4209,-1.1088,-0.91765,-0.87434,-0.79107
4210,-1.1088,-0.6922,-1.239,-1.6468
4211,-1.5046,-1.2497,-1.3693,-1.0564
4212,-1.1088,-1.1256,-0.91743,-0.0016898
4213,-0.9333,-1.2235,-0.48761,1.0464
4214,-1.3291,-1.213,-1.0246,-0.5191
4215,-0.71303,-0.98231,-0.37933,0.98006
4216,-0.62526,-0.4021,-0.83235,-0.88394
4217,-0.62526,-0.60133,-0.63678,-0.12773
4218,-0.58052,-0.55065,-0.63678,-0.14763
4219,-0.75605,-0.71842,-0.63678,-0.18743
4220,-0.80079,-1.033,-0.33734,0.83413
4221,-0.22946,-0.70793,0.049377,1.8026
4222,0.47437,0.0068377,0.43389,1.8026
4223,0.82715,0.72336,0.24163,0.44275
4224,0.6499,0.50316,0.54107,0.59532
4225,0.7824,0.68316,0.58747,0.42285
4226,0.7824,0.90685,0.37201,-0.42623
4227,0.2541,0.64821,-0.0578,-1.481
4228,0.12331,0.45772,-0.14619,-1.2621
4229,-0.096957,0.0050901,-0.0578,-0.39306
4230,-0.096957,-0.32171,0.11125,0.8474
4231,-0.22946,-0.19588,-0.23017,-0.14099
4232,-0.27248,-0.31297,-0.16498,0.13761
4233,-0.27248,-0.30424,-0.18818,0.10445
4234,0.035549,0.013828,-0.14619,0.084545
4235,0.16633,-0.1085,0.13446,1.053
4236,-0.052215,-0.10501,-0.16498,0.19731
4237,-0.22946,-0.10326,-0.33734,-0.49257
4238,-1.1088,-0.57861,-1.197,-2.078
4239,-1.0211,-0.9526,-0.83235,-0.3201
4240,-0.58052,-0.47375,-0.95941,-0.4395
4241,-0.18472,-0.47375,-0.23017,1.0862
4242,-0.62526,-0.58211,-0.57601,-0.20069
4243,-0.36025,-0.49123,-0.36055,0.47592
4244,-0.1417,-0.37239,-0.14619,0.8673
4245,0.078571,0.21655,-0.44563,-0.5191
4246,-0.0091931,-0.13122,0.049377,0.46265
4247,-0.096957,-0.21336,0.027279,0.43612
4248,-0.0091931,-0.112,0.0040758,0.38969
4249,-0.052215,-0.10676,-0.099787,0.20395
4250,0.21108,-0.25006,0.49908,1.7628
4251,0.16633,-0.050833,0.21843,0.83413
4252,0.34358,-0.0036479,0.37201,1.3383
4253,1.0027,0.52063,0.8858,1.8889
4254,0.60688,0.69015,0.21843,-0.2803
4255,0.73938,0.66568,0.54107,0.32335
4256,0.43135,0.69015,0.0040758,-0.95691
4257,0.29884,0.37383,0.069266,-0.26703
4258,0.21108,-0.040348,0.49908,0.9668
4259,-1.3721,-0.98231,-0.85224,-1.5606
4260,-2.0759,-1.7163,-1.4312,-1.4876
4261,-1.2396,-1.3895,-0.89422,0.49582
4262,-1.4169,-1.4384,-0.98262,-0.0016898
4263,-0.9333,-1.2165,-0.59479,1.0199
4264,-0.71303,-0.71842,-0.76716,-0.02159
4265,-0.71303,-0.82153,-0.5528,0.36978
4266,-1.0641,-1.0575,-0.83235,-0.087925
4267,-2.3392,-1.8823,-1.7759,-1.8723
4268,-1.6354,-1.9924,-1.0478,1.2587
4269,-1.7249,-1.6394,-1.5196,-0.42623
4270,-0.9333,-1.4909,-0.46772,2.0613
4271,-0.27248,-0.76735,-0.12299,1.8623
4272,0.21108,-0.10326,-0.037911,1.2056
4273,-0.58052,-0.22734,-0.76716,-1.3748
4274,-0.75605,-0.47375,-0.85224,-1.1161
4275,-0.80079,-0.75861,-0.61799,-0.20733
4276,-1.3291,-0.90192,-1.2622,-1.6999
4277,-0.80079,-0.74288,-0.91743,-0.26703
4278,-0.58052,-0.56987,-0.68318,-0.074658
4279,-0.88855,-1.1169,-0.33734,0.81423
4280,-1.0211,-0.69046,-1.0898,-1.3151
4281,-1.6354,-1.4245,-1.3041,-0.89721
4282,-1.7679,-1.8316,-1.1318,0.13761
4283,-0.9333,-0.6957,-1.2809,-0.95691
4284,-0.5375,-0.75512,-0.61799,0.79433
4285,0.2541,-0.23783,0.15766,1.8822
4286,-0.31723,-0.29375,-0.44563,-0.10783
4287,-0.9333,-0.8058,-0.63678,-0.539
4288,-0.40499,-0.39511,-0.51082,-0.061391
4289,-0.71303,-0.77259,-0.46772,0.18405
4290,0.078571,-0.064814,-0.29536,0.54889
4291,0.56213,-0.071805,0.71343,2.4394
4292,1.0457,0.90511,0.49908,0.59532
4293,-0.0091931,0.34587,-0.14619,-1.3483
4294,0.43135,0.45772,0.19965,-0.074658
4295,-0.052215,-0.19239,0.32561,0.52899
4296,0.2541,0.097713,0.34881,0.60859
4297,0.47437,0.56607,0.19965,-0.3201
4298,0.2541,0.4717,0.049377,-0.81097
4299,-0.1417,-0.03161,0.069266,-0.42623
4300,-0.44801,-0.47375,-0.081003,0.071278
4301,-0.58052,-0.41259,-0.5528,-0.67167
4302,-0.49276,-0.49997,-0.40253,-0.0016898
4303,-0.88855,-0.74813,-0.65998,-0.58544
4304,-0.1417,-0.4021,-0.20696,0.98006
4305,-0.18472,0.012081,-0.42242,-0.75791
4306,-0.18472,0.055771,-0.5528,-0.92374
4307,-0.49276,-0.62055,-0.20696,0.45602
4308,-0.75605,-0.82677,-0.37933,0.22385
4309,-0.36025,-0.23258,-0.57601,-0.50583
4310,-0.18472,-0.33395,-0.14619,0.55552
4311,0.12331,0.027809,-0.081003,0.36978
4312,0.035549,0.25849,-0.36055,-0.84414
4313,0.43135,0.38257,0.027279,0.21058
4314,0.29884,0.12567,0.30682,0.67492
4315,0.035549,0.37558,-0.31414,-1.2886
4316,-0.052215,0.35985,-0.46772,-1.5672
4317,0.078571,-0.0088907,0.13446,0.33662
4318,0.47437,0.10995,0.58747,1.4112
4319,-0.1417,0.036547,-0.037911,-0.68494
4320,0.16633,-0.049086,0.47919,0.82749
4321,0.7824,0.72336,0.45599,0.27028
4322,1.4415,1.162,1.0129,1.1459
4323,1.0027,1.1148,0.64824,-0.36653
4324,0.95793,0.71112,0.97088,0.99333
4325,1.0027,0.73734,1.0593,1.0663
4326,0.73938,1.0204,0.32561,-1.0232
4327,0.56213,0.39481,0.77862,0.66829
4328,0.34358,0.47345,0.30682,-0.47267
4329,0.078571,0.48918,-0.27215,-1.5539
4330,-0.27248,-0.4056,0.21843,0.48919
4331,-0.62526,-0.16967,-0.70197,-1.7662
4332,-0.0091931,0.24451,-0.46772,-0.96354
4333,-0.58052,-0.77259,-0.0578,0.69483
4334,-0.75605,-0.48599,-0.74395,-1.0697
4335,-1.3291,-1.2724,-0.83235,-0.29356
4336,-1.1518,-1.2811,-0.70197,0.42285
4337,-0.88855,-0.82153,-0.98262,-0.30683
4338,-0.1417,-0.31472,-0.40253,0.64839
4339,-0.096957,0.16762,-0.65998,-1.01
4340,-0.22946,-0.15744,-0.37933,-0.28693
4341,-1.1966,-0.89667,-0.95941,-1.209
4342,-1.8127,-1.7355,-1.0898,-0.3997
4343,-1.8557,-2.0012,-1.0898,0.44275
4344,-0.66828,-0.81104,-0.91743,0.50245
4345,-0.66828,-0.86172,-0.70197,0.69483
4346,-0.58052,-0.25181,-1.197,-1.282
4347,-0.44801,-0.32521,-0.76716,-0.49257
4348,-0.80079,-0.68347,-0.85224,-0.49257
4349,-0.40499,-0.59609,-0.42242,0.70146
4350,-0.18472,-0.35492,-0.23017,0.63512
4351,-0.22946,-0.11549,-0.48761,-0.44613
4352,-0.71303,-0.56113,-0.57601,-0.6186
4353,-0.66828,-0.4021,-0.74395,-1.0498
4354,-1.5046,-0.91939,-1.3892,-2.3101
4355,-1.1088,-0.81104,-1.197,-1.1957
4356,-0.97632,-1.2217,-0.59479,0.87393
4357,-1.1088,-0.96308,-1.0246,-0.6186
4358,-1.3291,-1.1728,-1.1086,-0.67167
4359,-0.75605,-0.85124,-0.80914,0.31672
4360,-0.66828,-1.0837,-0.23017,1.5373
4361,-0.5375,-0.72366,-0.36055,0.67492
4362,-0.31723,-0.19239,-0.48761,-0.49257
4363,-0.36025,-0.31297,-0.44563,-0.20069
4364,0.035549,0.068004,-0.27215,-0.12109
4365,0.16633,0.11694,-0.0578,0.19731
4366,0.91491,0.49617,0.69023,1.6434
4367,0.6499,0.45597,0.71343,0.77443
4368,1.0027,1.2756,0.28362,-0.97681
4369,0.12331,0.64297,-0.20696,-1.9652
4370,0.21108,0.31966,0.17644,-0.3997
4371,0.12331,0.054023,0.19965,0.27028
4372,0.078571,0.29869,-0.25337,-0.83087
4373,0.078571,0.25675,-0.25337,-0.67167
4374,-0.22946,-0.23433,-0.099787,0.0049436
4375,-0.0091931,-0.18016,0.15766,0.64839
4376,-0.18472,-0.035105,-0.29536,-0.5788
4377,0.43135,0.30917,0.15766,0.48919
4378,-0.096957,-0.37764,0.19965,1.0597
4379,0.38661,0.073247,0.34881,1.2122
4380,0.035549,0.22179,-0.29536,-0.70484
4381,-0.22946,0.14315,-0.5528,-1.4279
4382,-0.66828,-0.12773,-0.98262,-2.0912
4383,-0.096957,0.0033425,-0.51082,-0.38643
4384,0.16633,-0.20987,0.11125,1.4378
4385,0.16633,-0.22035,0.32561,1.4776
4386,0.51911,0.63598,-0.037911,-0.41297
4387,-0.052215,0.21306,-0.37933,-1.01
4388,0.078571,0.30917,-0.40253,-0.87068
4389,0.12331,0.11169,-0.015813,0.051378
4390,-0.052215,-0.068309,-0.14619,0.058011
4391,0.078571,-0.20287,0.15766,1.0729
4392,0.6499,0.55559,0.049377,0.39632
4393,0.47437,0.52588,0.027279,-0.16753
4394,0.91491,0.77578,0.45599,0.58206
4395,1.0027,0.91559,0.60626,0.38969
4396,0.95793,0.91559,0.62946,0.21721
4397,0.95793,0.55034,1.0781,1.6036
4398,0.34358,0.46995,0.30682,-0.4594
4399,-0.31723,0.0033425,-0.29536,-1.2355
4400,-0.49276,-0.64677,0.027279,0.55552
4401,-0.9333,-0.56113,-1.0014,-1.4677
4402,-0.62526,-0.60133,-0.65998,-0.12773
4403,-0.75605,-0.83201,-0.59479,0.24375
4404,-0.36025,-0.21161,-0.70197,-0.58544
4405,-0.31723,-0.47026,-0.29536,0.56216
4406,-1.5046,-1.1973,-1.0666,-1.2554
4407,-2.427,-2.0204,-1.861,-1.6866
4408,-1.5476,-1.7949,-1.3693,0.8474
4409,-0.80079,-0.82153,-1.1318,0.031478
4410,0.12331,-0.49822,0.0040758,2.3665
4411,-0.096957,-0.17841,-0.37933,0.30345
4412,-0.0091931,-0.29026,0.069266,1.0663
4413,0.12331,0.052275,-0.0578,0.27692
4414,-0.49276,-0.32171,-0.33734,-0.6783
4415,-0.27248,-0.063066,-0.44563,-0.81097
4416,-0.31723,-0.3287,-0.29536,0.024844
4417,-0.36025,-0.32346,-0.42242,-0.16089
4418,-0.62526,-0.3287,-0.70197,-1.1625
4419,-0.9333,-0.55589,-0.98262,-1.4876
4420,-1.0641,-1.2934,-0.40253,0.80759
4421,-1.3721,-1.1134,-1.2622,-1.063
4422,-1.2396,-0.85298,-1.4312,-1.5407
4423,-1.1088,-1.2689,-0.74395,0.54226
4424,-1.1088,-1.538,-0.51082,1.5638
4425,-1.0211,-0.96483,-1.0014,-0.27366
4426,-0.75605,-0.62754,-1.0014,-0.53237
4427,-0.80079,-1.0225,-0.46772,0.79433
4428,-0.9333,-0.63453,-1.1086,-1.1891
4429,-0.1417,-0.2186,-0.48761,0.28355
4430,-0.096957,-0.064814,-0.42242,-0.12773
4431,0.69464,0.43151,0.21843,1.0398
4432,0.6499,0.28471,0.67145,1.4245
4433,0.47437,0.27247,0.56427,0.79433
4434,0.21108,0.2148,0.34881,-0.0016898
4435,0.82715,0.69889,0.60626,0.53562
4436,-0.0091931,0.32665,-0.16498,-1.2753
4437,0.035549,-0.12249,0.21843,0.60196
4438,-0.27248,0.18859,-0.63678,-1.7662
4439,-0.49276,-0.3654,-0.29536,-0.51247
4440,0.47437,0.23053,0.19965,0.95353
4441,-0.0091931,0.045285,-0.081003,-0.20733
4442,-0.40499,-0.4056,-0.18818,-0.02159
4443,-0.40499,-0.56987,-0.12299,0.60196
4444,0.16633,0.017323,-0.015813,0.57542
4445,-0.31723,-0.18889,-0.36055,-0.50583
4446,-0.5375,-0.4021,-0.44563,-0.54563
4447,-0.36025,-0.34793,-0.42242,-0.068025
4448,-0.22946,-0.12773,-0.48761,-0.3997
4449,-0.40499,-0.18715,-0.57601,-0.85077
4450,-0.75605,-0.86172,-0.27215,0.35652
4451,-0.27248,-0.59434,-0.12299,1.2056
4452,-0.49276,-0.55589,-0.33734,0.21058
4453,-0.31723,-0.25356,-0.42242,-0.2604
4454,-0.75605,-0.65201,-0.5528,-0.4395
4455,-0.5375,-0.48074,-0.5528,-0.24713
4456,-0.27248,-0.12249,-0.59479,-0.58544
4457,-0.22946,-0.112,-0.36055,-0.4594
4458,-0.36025,-0.42482,-0.25337,0.22385
4459,0.12331,0.080237,-0.081003,0.17078
4460,0.21108,0.097713,0.13446,0.44275
4461,0.7824,0.73559,0.34881,0.22385
4462,0.95793,0.62374,1.0593,1.325
4463,1.0457,0.6884,1.12,1.4179
4464,0.82715,0.71112,0.8858,0.48919
4465,0.73938,1.1078,0.21843,-1.3549
4466,0.078571,0.26374,0.17644,-0.6982
4467,-1.1088,-0.88444,-0.46772,-0.91711
4468,-1.6354,-1.5747,-0.72517,-0.32673
4469,-1.7679,-1.753,-0.93953,-0.16089
4470,-1.7249,-1.9959,-0.80914,0.927
4471,-1.4169,-1.3825,-1.155,-0.21396
4472,-0.27248,-0.30424,-0.65998,0.10445
4473,-1.2844,-1.4542,-0.46772,0.56879
4474,-1.0641,-1.1186,-0.76716,0.14425
4475,-2.2085,-1.954,-1.4312,-1.0962
4476,-1.9004,-1.781,-1.4964,-0.56554
4477,-1.1088,-1.587,-0.51082,1.7495
4478,-1.6801,-1.5363,-1.2158,-0.64514
4479,-0.97632,-1.3283,-0.5296,1.2786
4480,-0.44801,-0.43356,-0.61799,-0.081292
4481,-0.71303,-1.1378,-0.081003,1.5704
4482,-0.40499,-0.64327,-0.20696,0.88056
4483,0.12331,0.12393,-0.081003,0.0049436
4484,-0.27248,-0.25705,-0.12299,-0.074658
4485,-0.052215,-0.38987,0.3908,1.2786
4486,-0.66828,-0.75512,-0.015813,0.29018
4487,-0.58052,-0.51744,-0.18818,-0.27366
4488,-0.62526,-0.62754,-0.29536,-0.028224
4489,-1.2844,-0.89318,-0.91743,-1.5606
4490,-1.5924,-1.6883,-0.65998,0.27028
4491,-1.1966,-1.2689,-0.65998,0.20395
4492,-0.97632,-1.1378,-0.37933,0.55552
4493,-0.80079,-0.58735,-0.83235,-0.85741
4494,-0.80079,-0.62929,-0.70197,-0.6982
4495,-0.62526,-0.98231,0.027279,1.3184
4496,0.12331,-0.015881,0.049377,0.53562
4497,0.73938,0.41752,0.56427,1.2653
4498,0.95793,0.82821,0.82061,0.54889
4499,1.0027,1.0904,0.79741,-0.27366
4500,0.73938,0.42626,1.2272,1.2321
4501,1.0457,0.99598,0.92889,0.25038
4502,0.82715,1.1585,0.34881,-1.209
4503,0.87017,1.2424,0.37201,-1.3616
4504,0.7824,1.0117,0.45599,-0.82424
4505,0.82715,0.9121,0.62946,-0.27366
4506,0.47437,0.71112,0.45599,-0.87068
4507,-0.36025,-0.16268,0.17644,-0.77117
4508,-0.31723,-0.22385,0.069266,-0.37316
4509,0.47437,0.18335,0.60626,1.1326
4510,0.2541,0.40529,0.26484,-0.5589
4511,0.12331,0.045285,0.56427,0.30345
4512,-0.0091931,0.3651,-0.081003,-1.4213
4513,0.47437,0.59054,0.21843,-0.41297
4514,0.47437,0.42976,0.52118,0.19731
4515,-0.0091931,0.0033425,0.3908,-0.048124
4516,-0.052215,0.2882,-0.12299,-1.2952
4517,-0.052215,0.26548,-0.16498,-1.209
4518,-0.44801,-0.29026,-0.037911,-0.62524
4519,-0.22946,-0.52968,0.34881,1.126
4520,-0.27248,-0.11724,-0.16498,-0.60534
4521,0.16633,-0.0071431,0.3908,0.66829
4522,-0.27248,-0.071805,-0.081003,-0.77781
4523,0.12331,0.24102,0.049377,-0.4395
4524,0.035549,-0.18365,0.54107,0.83413
4525,0.12331,0.038295,0.37201,0.32998
4526,0.38661,0.38432,0.43389,0.031478
4527,0.38661,0.47345,0.47919,-0.30683
4528,0.6499,0.49442,0.77862,0.62849
4529,1.1352,0.83171,1.0781,1.2189
4530,1.1352,0.76705,1.2924,1.4643
4531,1.3537,1.2581,1.1013,0.44275
4532,0.6499,0.52762,1.0781,0.50245
4533,-0.1417,-0.040348,0.414,-0.39306
4534,-0.0091931,0.16936,0.13446,-0.6783
4535,-0.84381,-0.34793,-0.68318,-1.932
4536,-1.3291,-1.241,-0.63678,-0.41297
4537,-0.88855,-0.85298,-0.68318,-0.18743
4538,-0.44801,-0.44055,-0.5528,-0.054758
4539,0.12331,-0.22734,0.19965,1.3383
4540,-1.1966,-0.90192,-0.74395,-1.1891
4541,-1.4169,-1.3668,-0.80914,-0.27366
4542,-1.6354,-1.8876,-0.76716,0.86066
4543,-0.66828,-0.97357,-0.57601,1.1194
4544,-0.71303,-0.71143,-0.68318,-0.048124
4545,-0.58052,-0.55414,-0.61799,-0.13436
4546,-0.052215,-0.29375,-0.015813,0.91373
4547,0.34358,0.18859,0.26484,0.60859
4548,-0.18472,-0.019376,0.027279,-0.6385
4549,0.16633,0.35985,0.027279,-0.72474
4550,-0.40499,-0.28501,0.0040758,-0.4793
4551,-0.5375,-0.68521,0.0040758,0.52899
4552,-1.0641,-0.54541,-1.0014,-2.0315
4553,-1.0211,-1.192,-0.29536,0.58869
4554,-1.1966,-1.3126,-0.51082,0.36978
4555,-1.2396,-1.0644,-1.0014,-0.73801
4556,-1.7249,-1.3773,-1.4124,-1.4213
4557,-0.9333,-1.3441,-0.37933,1.5041
4558,-0.84381,-1.2305,-0.18818,1.4179
4559,-0.5375,-0.54715,-0.40253,0.0049436
4560,-0.18472,-0.43531,0.0040758,0.94026
4561,-0.052215,0.0068377,-0.20696,-0.22723
4562,-0.49276,-0.44404,-0.25337,-0.21396
4563,0.47437,0.19383,0.32561,1.0928
4564,0.47437,0.35985,0.49908,0.46265
4565,1.0027,0.64297,0.90569,1.4245
4566,0.56213,0.28471,1.0129,1.0862
4567,0.95793,0.80724,0.8858,0.62849
4568,0.7824,0.82646,0.73664,-0.12109
4569,-0.096957,-0.077047,0.56427,-0.081292
4570,0.47437,0.1781,0.90569,1.1525
4571,0.078571,0.57656,-0.037911,-1.8856
4572,0.078571,0.34937,0.069266,-1.0232
4573,-0.80079,-0.25356,-0.5296,-2.1244
4574,-0.88855,-1.1256,0.027279,0.8474
4575,-0.88855,-1.012,-0.23017,0.41622
4576,-0.97632,-1.1448,-0.31414,0.58206
4577,-0.0091931,-0.19763,-0.081003,0.71473
4578,-0.44801,-0.56463,-0.099787,0.41622
4579,-0.1417,-0.54715,0.34881,1.5306
4580,-0.18472,-0.52443,0.24163,1.2786
4581,-0.0091931,-0.15219,0.26484,0.54226
4582,-0.66828,-0.44929,-0.33734,-0.87068
4583,-0.36025,-0.42657,-0.16498,0.23048
4584,0.12331,0.15713,-0.16498,-0.12109
4585,-0.49276,-0.48424,-0.037911,-0.061391
4586,-0.1417,-0.32521,0.049377,0.68819
4587,0.16633,0.11344,0.15766,0.21058
4588,-0.49276,-0.20987,-0.33734,-1.1028
4589,-0.88855,-0.94735,-0.099787,0.17078
4590,-0.62526,-0.55589,-0.33734,-0.3002
4591,-0.58052,-0.48074,-0.40253,-0.41297
4592,-0.052215,-0.2186,0.0040758,0.62849
4593,0.43135,0.3249,0.28362,0.42949
4594,0.87017,0.41927,0.97088,1.7628
4595,1.0027,0.64996,1.0593,1.398
4596,0.87017,0.42626,1.2084,1.7363
4597,0.035549,0.47869,-0.037911,-1.68
4598,-0.096957,0.25849,-0.23017,-1.3549
4599,-0.49276,-0.59783,0.0040758,0.36978
4600,-1.1966,-0.56113,-1.1086,-2.4826
4601,-1.0211,-0.73589,-0.91743,-1.1426
4602,-0.49276,-0.74288,-0.25337,0.92036
4603,-0.97632,-0.86871,-0.72517,-0.46603
4604,-1.5046,-1.5468,-0.61799,0.071278
4605,-1.0641,-0.86871,-1.0246,-0.80434
4606,-1.6801,-1.3843,-1.324,-1.2222
4607,-1.1966,-1.0942,-1.0898,-0.4594
4608,-0.9333,-0.8425,-0.85224,-0.3997
4609,-1.0211,-0.84425,-0.91743,-0.73137
4610,-0.80079,-0.52618,-0.89422,-1.0896
4611,-0.096957,-0.23433,-0.20696,0.51572
4612,-0.62526,-0.85648,-0.015813,0.84076
4613,-0.5375,-0.37414,-0.5296,-0.65177
4614,-0.75605,-0.92464,-0.29536,0.59532
4615,-1.2844,-1.005,-1.0246,-1.136
4616,-1.3721,-1.1029,-1.2622,-1.1028
4617,-1.6354,-1.7006,-0.87434,0.15088
4618,-1.6801,-1.739,-0.98262,0.12435
4619,-1.4599,-1.4454,-1.0014,-0.14099
4620,-1.5924,-1.4821,-1.197,-0.51247
4621,-1.3721,-1.587,-0.80914,0.73463
4622,-1.1966,-1.1641,-1.1086,-0.19406
4623,-0.1417,-0.76735,0.069266,2.3665
4624,-0.1417,-0.11724,-0.44563,-0.10119
4625,0.2541,0.11344,0.11125,0.54889
4626,0.38661,0.15189,0.28362,0.91373
4627,0.60688,0.76705,0.11125,-0.57217
4628,0.43135,0.44723,0.30682,-0.034857
4629,0.6499,0.34413,0.90569,1.199
4630,0.38661,0.89637,-0.081003,-1.9121
4631,0.34358,0.48743,0.15766,-0.52573
4632,0.035549,0.24801,0.027279,-0.80434
4633,0.73938,0.33014,0.82061,1.597
4634,-0.052215,0.020819,0.17644,-0.2803
4635,-0.052215,0.012081,0.027279,-0.24713
4636,-0.052215,-0.1085,0.17644,0.21058
4637,-0.27248,-0.30598,0.069266,0.11108
4638,0.078571,0.047033,-0.037911,0.12435
4639,-0.22946,0.071499,-0.37933,-1.1559
4640,0.12331,-0.096271,0.24163,0.84076
4641,0.7824,0.58355,0.45599,0.80096
4642,-0.096957,0.4717,-0.31414,-2.1642
4643,-0.44801,0.0050901,-0.46772,-1.7463
4644,-0.5375,-0.53842,-0.20696,-0.028224
4645,-0.31723,-0.3322,-0.18818,0.038111
4646,0.12331,-0.033357,0.13446,0.60196
4647,-0.096957,0.21306,-0.27215,-1.1824
4648,-0.052215,0.35112,-0.36055,-1.534
4649,-0.1417,-0.036852,-0.12299,-0.40633
4650,-0.22946,-0.45103,0.17644,0.82749
4651,-0.22946,-0.024619,-0.33734,-0.79107
4652,0.2541,-0.25705,0.67145,1.9552
4653,-0.052215,-0.32171,0.414,1.0199
4654,0.34358,0.39131,0.15766,-0.16089
4655,0.38661,0.1414,0.54107,0.95353
4656,-0.0091931,0.41053,-0.23017,-1.5937
4657,0.60688,0.85792,0.092469,-0.91711
4658,0.7824,0.87715,0.3908,-0.31346
4659,1.4862,1.6863,0.56427,-0.67167
4660,1.266,1.5762,0.49908,-1.1028
4661,1.2229,0.95579,1.2736,1.0862
4662,0.21108,0.63248,0.21843,-1.5871
4663,0.078571,-0.077047,0.49908,0.59532
4664,-0.31723,-0.22734,-0.015813,-0.3599
4665,-1.2396,-0.56463,-1.197,-2.6352
4666,-1.2844,-1.3755,-0.51082,0.27028
4667,-0.84381,-0.8058,-0.72517,-0.19406
4668,-0.88855,-1.1431,-0.27215,0.91373
4669,-0.40499,-0.63628,-0.16498,0.85403
4670,-0.44801,-0.84599,0.092469,1.4842
4671,-0.58052,-0.78658,-0.099787,0.74789
4672,-0.58052,-0.68172,-0.27215,0.34988
4673,-0.88855,-0.72191,-0.5296,-0.68494
4674,-1.7249,-1.8089,-0.68318,0.21721
4675,-0.97632,-0.93687,-0.95941,-0.20733
4676,-0.58052,-0.94211,-0.25337,1.3383
4677,-1.1518,-1.0208,-0.78705,-0.56554
4678,-0.44801,-0.53142,-0.48761,0.29018
4679,-0.27248,-0.45803,-0.18818,0.68819
4680,-0.40499,-0.45803,-0.23017,0.17741
4681,-0.62526,-0.22035,-0.83235,-1.5738
4682,-0.80079,-0.4423,-0.89422,-1.408
4683,-0.44801,-0.62055,-0.12299,0.62849
4684,-0.49276,-0.30598,-0.51082,-0.73801
4685,-0.88855,-0.53492,-0.85224,-1.3947
4686,-1.4599,-1.3843,-0.76716,-0.37316
4687,-1.7679,-1.4874,-1.3461,-1.1692
4688,-1.4599,-1.6586,-0.87434,0.66829
4689,-1.0211,-0.82153,-1.1086,-0.81761
4690,-0.0091931,-0.73939,0.414,2.7711
4691,-0.40499,0.14839,-0.98262,-2.1244
4692,-0.58052,-0.16792,-0.95941,-1.6004
4693,-0.44801,-0.16093,-0.80914,-1.1161
4694,-0.44801,-0.22385,-0.63678,-0.87731
4695,-0.096957,-0.035105,-0.29536,-0.2405
4696,0.69464,0.41752,0.43389,1.0928
4697,0.73938,0.68141,0.45599,0.26365
4698,1.1782,0.9086,0.92889,1.0928
4699,1.0904,1.017,0.8858,0.34325
4700,0.60688,0.66743,0.69023,-0.19406
4701,0.47437,0.86142,0.17644,-1.4412
4702,-0.096957,0.23927,0.11125,-1.282
4703,-0.052215,-0.12423,0.26484,0.27028
4704,-0.40499,-0.010638,-0.46772,-1.5208
4705,-0.052215,-0.34967,0.28362,1.126
4706,-0.36025,-0.056076,-0.5296,-1.1758
4707,-0.052215,-0.064814,-0.14619,0.044744
4708,-0.36025,-0.17666,-0.51082,-0.71811
4709,0.82715,0.47345,0.3908,1.3913
4710,0.21108,0.24975,0.11125,-0.13436
4711,0.73938,0.63073,0.37201,0.45602
4712,0.16633,0.20781,0.21843,-0.14763
4713,0.21108,-0.089281,0.64824,1.1525
4714,-0.052215,-0.24482,0.414,0.72799
4715,0.29884,0.45597,-0.015813,-0.5788
4716,-0.1417,0.095966,-0.29536,-0.91048
4717,-0.1417,-0.08229,-0.099787,-0.23386
4718,-0.096957,-0.066562,-0.099787,-0.12109
4719,-0.1417,-0.22909,0.0040758,0.32335
4720,0.035549,-0.24831,0.21843,1.0796
4721,0.2541,-0.010638,0.24163,1.0199
4722,0.38661,0.15888,0.32561,0.8872
4723,0.12331,-0.12948,0.43389,0.9668
4724,0.73938,0.79676,0.26484,-0.17416
4725,0.69464,0.5853,0.58747,0.45602
4726,0.82715,0.982,0.3908,-0.539
