Time,PV,SP,OP,Error
1156,1.4174,0.81511,1.0089,-1.3582
1157,0.97068,0.80736,0.66063,-0.61522
1158,0.47529,0.8847,0.48648,0.31739
1159,0.74213,0.87698,0.44631,-0.14206
1160,0.74213,0.9079,0.34678,-0.10297
1161,1.1227,0.9311,0.092284,-0.71493
1162,0.93356,0.91563,-0.070344,-0.4158
1163,0.92196,0.96358,-0.32677,-0.33562
1164,0.99852,0.94811,-0.4722,-0.48422
1165,0.5681,0.9512,-0.55448,0.24504
1166,0.10053,0.87542,-0.29806,0.9372
1167,0.15623,0.87542,-0.066541,0.84335
1168,0.26412,0.83831,0.18603,0.6146
1169,0.2943,0.83366,0.44052,0.55787
1170,-0.10366,0.8182,0.76396,1.209
1171,-0.1257,0.87542,1.1581,1.3184
1172,0.17944,0.90636,1.581,0.84335
1173,0.68991,1.0146,1.5925,0.11994
1174,0.46484,1.0842,1.6824,0.58722
1175,1.2317,1.1461,1.6135,-0.62695
1176,1.3942,1.1662,1.4394,-0.87525
1177,1.3884,1.1925,1.2079,-0.83225
1178,1.1424,1.1461,1.1428,-0.47639
1179,0.72937,1.0579,1.0242,0.10819
1180,1.0171,0.94038,0.84431,-0.52528
1181,1.2456,0.85532,0.53432,-1.018
1182,1.473,0.73004,0.11526,-1.5595
1183,1.0937,0.57227,-0.36121,-1.1196
1184,1.2445,0.47638,-0.79751,-1.495
1185,0.34303,0.41296,-1.0022,-0.056053
1186,-0.21272,0.43152,-0.80324,0.90396
1187,-0.26376,0.47792,-0.50091,1.0486
1188,-0.28117,0.57846,-0.12397,1.2051
1189,-0.35889,0.72695,0.35064,1.5237
1190,-0.48189,0.84913,0.84624,1.8855
1191,0.51937,0.98524,1.4968,0.37019
1192,0.54489,1.0842,1.6326,0.45231
1193,0.70501,1.2188,1.7896,0.35258
1194,1.2805,1.2373,1.8278,-0.59372
1195,0.89063,1.2683,1.8929,0.10235
1196,0.86394,1.2698,1.9408,0.14927
1197,0.94632,1.3085,1.9733,0.059326
1198,0.85467,1.2868,1.9771,0.18639
1199,1.5798,1.2745,1.8451,-1.0512
1200,2.132,1.293,1.4413,-1.9584
1201,1.2712,1.2698,1.1715,-0.53701
1202,1.6575,1.2281,0.78688,-1.2409
1203,1.2317,1.0456,0.52093,-0.75404
1204,1.2549,0.89089,0.17842,-0.98864
1205,1.5937,0.77953,-0.23876,-1.7003
1206,0.84654,0.68209,-0.68266,-0.56437
1207,0.61914,0.64342,-0.74582,-0.23004
1208,-0.080445,0.57382,-0.54489,0.86094
1209,-0.25332,0.50421,-0.12397,1.0643
1210,-0.74756,0.53825,0.26643,1.9402
1211,-0.3937,0.64497,0.73525,1.4788
1212,-0.23592,0.73621,1.2691,1.3282
1213,0.93239,0.8646,1.3476,-0.47834
1214,0.73517,1.0749,1.4126,0.11992
1215,1.0565,1.2126,1.359,-0.24765
1216,0.90803,1.2915,1.4891,0.10235
1217,1.1122,1.3611,1.5141,-0.1538
1218,1.1865,1.3827,1.47,-0.25154
1219,1.2329,1.3781,1.447,-0.33562
1220,1.2422,1.2574,1.2404,-0.50377
1221,1.0449,1.177,1.2423,-0.27304
1222,0.94052,1.0239,1.0529,-0.29065
1223,1.0415,0.90636,0.88828,-0.60934
1224,1.241,0.80892,0.58022,-1.0688
1225,1.0183,0.76097,0.27023,-0.75404
1226,0.97533,0.73777,0.00041674,-0.71102
1227,1.0716,0.72539,-0.29806,-0.88893
1228,1.1389,0.73931,-0.65781,-0.98475
1229,1.0972,0.75168,-0.98692,-0.89872
1230,0.78737,0.80273,-1.207,-0.31215
1231,-0.30205,0.78572,-0.96014,1.5022
1232,-0.50624,0.82747,-0.45881,1.8991
1233,-0.3937,0.86769,0.25877,1.7603
1234,-0.72784,0.93729,0.90553,2.4114
1235,0.2386,1.0053,1.2213,0.86876
1236,1.0252,1.0486,1.4145,-0.4021
1237,0.9788,1.1291,1.3686,-0.22221
1238,1.3013,1.1554,1.25,-0.73252
1239,1.415,1.1492,1.1141,-0.93196
1240,1.364,1.1647,0.89021,-0.82637
1241,1.1679,1.177,0.73139,-0.4803
1242,1.154,1.1786,0.52859,-0.45489
1243,0.97648,1.1925,0.38888,-0.13815
1244,1.0357,1.1616,0.24538,-0.27697
1245,1.2039,1.0811,0.057841,-0.66213
1246,1.5229,0.94966,-0.31531,-1.366
1247,1.0937,0.83521,-0.65781,-0.78726
1248,0.99622,0.74549,-0.93336,-0.73645
1249,0.40219,0.68672,-1.075,0.1903
1250,0.14115,0.63723,-0.87979,0.56766
1251,-0.53989,0.67899,-0.51238,1.7681
1252,-0.55729,0.74086,0.099944,1.8757
1253,-0.27072,0.82902,0.57642,1.5042
1254,0.3117,0.96514,1.2729,0.69475
1255,0.46832,1.1028,1.4719,0.60481
1256,0.55765,1.2327,1.5906,0.61851
1257,1.299,1.3069,1.625,-0.53701
1258,1.4881,1.3657,1.3743,-0.78142
1259,1.3802,1.4106,1.0816,-0.54289
1260,1.6181,1.3998,0.86729,-0.95737
1261,1.6436,1.4137,0.48262,-0.98279
1262,1.7469,1.3394,0.1076,-1.2506
1263,1.8466,1.2343,-0.22151,-1.5517
1264,1.6204,1.092,-0.67313,-1.3504
1265,0.13418,0.9775,-0.90084,1.0095
1266,0.13418,0.87698,-0.6119,0.88246
1267,0.15971,0.83212,-0.34589,0.78273
1268,-0.38558,0.79499,0.0023456,1.6547
1269,-0.14427,0.79499,0.53432,1.2481
1270,0.1075,0.81511,0.99354,0.84923
1271,0.40684,0.90017,1.2882,0.45231
1272,0.90223,0.94811,1.3763,-0.32195
1273,1.0913,0.97286,1.3322,-0.60934
1274,0.94052,1.0301,1.2385,-0.28283
1275,1.0832,1.0084,1.0758,-0.55069
1276,1.2491,1.0595,0.88828,-0.76575
1277,1.0867,1.0425,0.73712,-0.51356
1278,1.4058,1.0378,0.52473,-1.0571
1279,1.3779,1.0131,0.24731,-1.0415
1280,1.1714,1.0069,0.036789,-0.70125
1281,1.1528,0.98215,-0.21198,-0.70125
1282,0.94981,0.94811,-0.47793,-0.40212
1283,1.1993,0.94348,-0.66927,-0.82834
1284,0.74677,0.89708,-0.80705,-0.12447
1285,0.085452,0.89399,-0.63296,0.98608
1286,0.049496,0.8847,-0.34402,1.0349
1287,-0.12917,0.9079,-0.041687,1.3654
1288,0.12954,1.0069,0.41186,1.0545
1289,-0.12917,1.0997,0.77922,1.6078
1290,-0.26608,1.1755,1.3418,1.9343
1291,0.88599,1.2714,1.6097,0.11409
1292,1.1586,1.3116,1.5523,-0.29456
1293,1.3489,1.3425,1.4088,-0.57613
1294,1.4754,1.3472,1.1734,-0.78335
1295,1.6216,1.2621,0.90173,-1.1372
1296,1.581,1.1214,0.64911,-1.2467
1297,1.5067,1.0131,0.25877,-1.2585
1298,1.4266,0.87542,-0.16987,-1.2976
1299,1.3768,0.81355,-0.6119,-1.2917
1300,1.0055,0.77798,-1.0654,-0.71102
1301,0.12606,0.74396,-1.0099,0.72799
1302,-0.10018,0.70838,-0.69225,1.0643
1303,-0.52829,0.78263,-0.30764,1.8796
1304,-0.37282,0.90171,0.25491,1.7681
1305,-0.59442,1.0084,0.85384,2.2765
1306,0.64699,1.1028,1.3667,0.30372
1307,0.70384,1.2095,1.3935,0.34283
1308,0.60638,1.2776,1.558,0.59308
1309,0.7166,1.3302,1.7284,0.47383
1310,1.4475,1.2977,1.5772,-0.79899
1311,1.516,1.3363,1.3399,-0.86549
1312,1.5902,1.3302,1.1275,-0.99841
1313,1.3118,1.3178,0.83472,-0.54483
1314,1.2897,1.3317,0.6625,-0.4901
1315,1.3837,1.3332,0.40035,-0.64651
1316,1.3675,1.3178,0.11907,-0.63866
1317,1.6749,1.2884,-0.2139,-1.1939
1318,1.6784,1.2822,-0.56594,-1.2076
1319,0.64815,1.2281,-0.74395,0.46013
1320,0.30706,1.1291,-0.47986,0.90982
1321,0.37783,1.0486,-0.1718,0.68888
1322,0.13767,0.90946,0.23965,0.91764
1323,-0.068853,0.87079,0.52285,1.2168
1324,-0.19068,0.8615,0.98015,1.4104
1325,0.65975,0.8615,1.3112,-0.022794
1326,0.72241,0.88007,1.3303,-0.10491
1327,1.1273,0.84603,1.0778,-0.83028
1328,1.5264,0.88316,0.82326,-1.4559
1329,1.0809,0.89089,0.42526,-0.69537
1330,1.3013,0.88316,0.1248,-1.0766
1331,1.4301,0.89089,-0.19665,-1.2839
1332,1.3594,0.91099,-0.59085,-1.1392
1333,1.2456,0.93266,-0.9085,-0.9202
1334,0.73981,0.96358,-1.0176,-0.028672
1335,-0.32757,1.0316,-0.70184,1.8561
1336,-0.41806,1.1121,-0.058881,2.1103
1337,-0.33685,1.1894,0.65297,2.0712
1338,-0.44475,1.3131,1.3514,2.4094
1339,0.65164,1.3564,1.6269,0.61655
1340,0.45324,1.4415,1.6135,1.0584
1341,0.82682,1.4879,1.7857,0.48751
1342,1.2932,1.525,1.8164,-0.25156
1343,1.1865,1.5003,1.759,-0.10295
1344,1.5635,1.4539,1.4968,-0.79702
1345,1.3443,1.3719,1.16,-0.53115
1346,2.0207,1.1554,0.71419,-1.9447
1347,1.654,1.0254,0.17842,-1.4911
1348,1.7608,0.85685,-0.37653,-1.8841
1349,1.878,0.70682,-0.98119,-2.2713
1350,0.47529,0.56298,-1.4022,-0.08929
1351,-0.12917,0.46246,-1.2797,0.80229
1352,-0.33453,0.44699,-1.0348,1.1288
1353,-0.47028,0.54288,-0.60617,1.4788
1354,-0.43316,0.66662,-0.032098,1.5726
1355,-0.77309,0.83366,0.48075,2.3566
1356,0.31866,1.0007,1.0969,0.72799
1357,0.49037,1.1415,1.248,0.61655
1358,0.87439,1.2791,1.4566,0.14339
1359,1.5473,1.3626,1.5083,-0.88502
1360,1.5868,1.4059,1.2442,-0.89676
1361,1.7538,1.4709,0.94191,-1.0962
1362,1.6645,1.4369,0.66636,-0.98867
1363,1.5717,1.4632,0.37742,-0.79901
1364,1.5879,1.4431,0.055912,-0.85179
1365,1.4893,1.3642,-0.28852,-0.78531
1366,1.6726,1.2389,-0.61764,-1.2526
1367,0.99852,1.0904,-0.98312,-0.30433
1368,0.58318,0.92647,-0.93143,0.18836
1369,0.41148,0.76869,-0.76114,0.27828
1370,0.14115,0.67744,-0.66547,0.61849
1371,-0.12917,0.65424,-0.4301,1.0447
1372,-0.073495,0.67281,-0.11057,0.97435
1373,-0.12802,0.78726,0.26643,1.2109
1374,0.047175,0.91099,0.6625,1.0721
1375,0.08081,1.0363,1.0203,1.1738
1376,0.40916,1.1616,1.3265,0.77882
1377,1.0739,1.2482,1.4126,-0.232
1378,1.1134,1.2977,1.2576,-0.23589
1379,1.3512,1.3534,1.0988,-0.56634
1380,1.4963,1.3595,0.88068,-0.8029
1381,1.3153,1.3441,0.74098,-0.51745
1382,1.2909,1.3038,0.53239,-0.52724
1383,1.4092,1.2157,0.27409,-0.83811
1384,1.5241,1.1863,-0.0359,-1.0688
1385,1.4371,1.0873,-0.34589,-1.0473
1386,1.3501,1.0672,-0.59465,-0.92608
1387,1.3675,1.0688,-0.91038,-0.95346
1388,0.63075,1.0765,-1.0692,0.29786
1389,0.34535,1.1012,-0.83196,0.81009
1390,-0.15122,1.092,-0.44349,1.6352
1391,-0.47028,1.0951,0.098016,2.1768
1392,-0.27072,1.0935,0.74671,1.8385
1393,0.30241,1.1198,1.2901,0.90591
1394,0.84074,1.194,1.3093,0.092562
1395,0.75142,1.2683,1.3629,0.33695
1396,1.0681,1.3317,1.3476,-0.11665
1397,0.65164,1.3255,1.3705,0.57743
1398,1.2468,1.2714,1.294,-0.49398
1399,1.3002,1.1708,1.137,-0.71102
1400,1.3187,1.0533,0.97635,-0.89088
1401,1.1482,0.92956,0.73525,-0.7599
1402,1.5067,0.87542,0.44818,-1.4325
1403,1.1865,0.82437,0.10375,-0.95737
1404,1.2201,0.76869,-0.24449,-1.0845
1405,1.2955,0.7223,-0.6674,-1.2702
1406,1.1923,0.6991,-0.99078,-1.1255
1407,0.99157,0.76097,-1.3658,-0.70907
1408,-0.044488,0.79035,-1.2644,1.0741
1409,-0.017802,0.90481,-0.89125,1.1738
1410,-0.30554,0.94348,-0.30764,1.7075
1411,-0.46332,1.0703,0.40801,2.1338
1412,-0.39719,1.1275,1.1773,2.0946
1413,0.72821,1.2528,1.3915,0.35651
1414,0.84771,1.3348,1.5389,0.25874
1415,1.3884,1.3905,1.5562,-0.58198
1416,1.487,1.426,1.3801,-0.70319
1417,1.7144,1.44,1.0701,-1.0688
1418,1.7097,1.4229,0.73525,-1.0825
1419,1.6459,1.4322,0.49028,-0.96323
1420,1.4881,1.4106,0.15544,-0.72472
1421,1.7654,1.3657,-0.15455,-1.2487
1422,1.4603,1.2698,-0.52197,-0.8557
1423,1.4498,1.1708,-0.91038,-0.96323
1424,0.28037,1.0208,-0.94868,0.81793
1425,-0.20227,0.88161,-0.6291,1.4553
1426,-0.21503,0.77025,-0.24449,1.336
1427,-0.31016,0.70838,0.20708,1.4182
1428,0.036723,0.72695,0.55537,0.85705
1429,0.076182,0.77953,0.93039,0.85703
1430,0.34765,0.91872,1.0203,0.57549
1431,0.77346,1.0285,1.2442,-0.003259
1432,1.1447,1.1384,1.2117,-0.49007
1433,1.2515,1.1925,1.0299,-0.60154
1434,1.2294,1.2404,0.79647,-0.50377
1435,1.3802,1.2605,0.58981,-0.73254
1436,1.0774,1.2296,0.36783,-0.26133
1437,1.3698,1.2482,0.18029,-0.73057
1438,1.2642,1.2281,-0.014849,-0.57807
1439,1.5241,1.2404,-0.26554,-1.0004
1440,1.0658,1.2636,-0.50284,-0.19877
1441,1.2561,1.2451,-0.69991,-0.54289
1442,0.86858,1.2373,-0.84342,0.10039
1443,0.65975,1.2033,-0.73629,0.4093
1444,0.039044,1.1291,-0.31723,1.3615
1445,0.16668,1.0842,0.076964,1.0897
1446,0.14115,1.0378,0.4176,1.0741
1447,0.24672,0.99143,0.68355,0.83749
1448,0.23049,0.98059,0.99354,0.85115
1449,0.51937,1.0456,1.1907,0.44643
1450,1.1343,1.1275,1.1964,-0.48618
1451,0.85235,1.1817,1.1256,0.057358
1452,1.2607,1.1925,1.051,-0.61719
1453,1.4487,1.1956,0.77922,-0.92999
1454,1.3651,1.1538,0.56683,-0.84202
1455,1.3315,1.1461,0.32193,-0.7951
1456,1.2735,1.1492,0.090355,-0.69343
1457,1.2631,1.1569,-0.18899,-0.66607
1458,1.154,1.1647,-0.38992,-0.47248
1459,1.299,1.2126,-0.63103,-0.65628
1460,1.3524,1.2172,-0.83388,-0.74034
1461,0.77809,1.1817,-0.87593,0.1825
1462,0.20031,1.0966,-0.68459,1.0486
1463,0.466,1.0224,-0.45688,0.50705
1464,0.14347,0.98833,-0.24449,1.0076
1465,0.0030876,0.96204,0.084624,1.2109
1466,0.15623,0.9311,0.42333,0.91373
1467,-0.023598,0.94501,0.77735,1.2344
1468,0.15043,0.98059,1.0644,0.98606
1469,1.0194,0.98215,1.25,-0.47639
1470,0.9556,1.0162,1.2021,-0.32586
1471,1.2306,1.0363,1.0261,-0.76381
1472,1.0681,1.0796,0.81752,-0.43533
1473,1.1749,1.1043,0.51134,-0.58395
1474,1.4301,1.1523,0.30275,-0.95346
1475,0.92428,1.1755,0.19942,-0.071676
1476,1.1041,1.1909,0.057841,-0.35518
1477,1.2306,1.1631,-0.13923,-0.60348
1478,1.2781,1.1214,-0.34016,-0.73643
1479,0.91499,1.1291,-0.50472,-0.11468
1480,0.71196,1.0486,-0.52389,0.1258
1481,1.1215,0.98678,-0.67693,-0.6426
1482,0.86743,0.92028,-0.84915,-0.29848
1483,0.42771,0.85068,-0.73243,0.35457
1484,0.083131,0.81355,-0.476,0.88832
1485,0.15043,0.82593,-0.15075,0.79055
1486,-0.078123,0.87232,0.10187,1.2344
1487,0.3523,0.94966,0.37549,0.60678
1488,0.27457,1.0378,0.63192,0.8492
1489,0.14694,1.1446,1.0261,1.1992
1490,0.96953,1.2714,1.2672,-0.026705
1491,1.0241,1.3564,1.2289,-0.011059
1492,1.0357,1.4492,1.2327,0.086683
1493,1.0925,1.4925,1.1868,0.045624
1494,1.2735,1.508,1.1504,-0.23983
1495,1.3884,1.5374,0.9974,-0.39624
1496,1.2584,1.5096,0.89214,-0.21245
1497,1.2921,1.4724,0.79074,-0.31607
1498,1.4359,1.3827,0.63572,-0.6719
1499,1.364,1.2219,0.46923,-0.75404
1500,1.3129,1.078,0.15158,-0.84984
