Time,PV,SP,OP,Error
1161,-0.84484,0.56034,-0.15842,1.58
1162,-0.25991,0.56034,-0.41978,0.81873
1163,-0.064751,0.56034,-0.59399,0.56472
1164,0.52018,0.56034,-0.59399,-0.19658
1165,0.52018,0.56034,-0.57221,-0.19658
1166,1.3003,0.56034,-0.31087,-1.2119
1167,1.3003,0.56034,-0.027755,-1.2119
1168,1.6903,0.56034,0.42962,-1.7195
1169,1.4951,0.56034,0.84341,-1.4655
1170,1.4951,0.56034,1.3661,-1.4655
1171,0.52018,0.56034,1.5403,-0.19658
1172,-0.064751,0.56034,1.4968,0.56472
1173,-0.84484,0.56034,1.1265,1.58
1174,-1.43,0.56034,0.51672,2.3417
1175,-1.6249,0.56034,-0.18019,2.5953
1176,-1.2349,0.56034,-0.76822,2.0877
1177,-0.4548,0.56034,-1.0731,1.0724
1178,0.32501,0.56034,-1.0949,0.057433
1179,0.32501,0.56034,-1.1167,0.057433
1180,0.91022,0.56034,-0.98601,-0.70423
1181,0.91022,0.56034,-0.74645,-0.70423
1182,0.91022,0.56034,-0.59399,-0.70423
1183,0.91022,0.56034,-0.39798,-0.70423
1184,1.1051,0.56034,-0.13664,-0.95787
1185,0.91022,0.56034,0.059372,-0.70423
1186,1.3003,0.56034,0.36427,-1.2119
1187,1.4951,0.56034,0.75629,-1.4655
1188,1.1051,0.56034,1.083,-0.95787
1189,0.91022,0.56034,1.3225,-0.70423
1190,0.52018,0.56034,1.3879,-0.19658
1191,0.13013,0.56034,1.3225,0.31108
1192,-0.4548,0.56034,1.1048,1.0724
1193,-0.84484,0.56034,0.73451,1.58
1194,-0.84484,0.56034,0.34249,1.58
1195,-0.4548,0.56034,0.037595,1.0724
1196,-0.064751,0.56034,-0.11486,0.56472
1197,0.13013,0.56034,-0.20197,0.31108
1198,0.13013,0.56034,-0.33265,0.31108
1199,0.32501,0.56034,-0.35443,0.057433
1200,0.32501,0.56034,-0.39798,0.057433
1201,-0.064751,0.56034,-0.46333,0.56472
1202,-0.064751,0.56034,-0.59399,0.56472
1203,-0.064751,0.56034,-0.74645,0.56472
1204,0.32501,0.56034,-0.74645,0.057433
1205,0.52018,0.56034,-0.72467,-0.19658
1206,1.1051,0.56034,-0.3762,-0.95787
1207,1.4951,0.56034,-0.0059587,-1.4655
1208,1.6903,0.56034,0.49495,-1.7195
1209,1.8852,0.56034,1.1048,-1.9732
1210,1.6903,0.56034,1.6057,-1.7195
1211,1.4951,0.56034,2.063,-1.4655
1212,1.1051,0.56034,2.3897,-0.95787
1213,0.52018,0.56034,2.564,-0.19658
1214,-0.25991,0.56034,2.4115,0.81873
1215,-0.64996,0.56034,2.0195,1.3264
1216,-1.6249,0.56034,1.3443,2.5953
1217,-2.015,0.56034,0.45139,3.103
1218,-2.015,0.56034,-0.39798,3.103
1219,-1.04,0.56034,-1.0078,1.834
1220,-0.25991,0.56034,-1.2691,0.81873
1221,0.91022,0.56034,-1.1385,-0.70423
1222,1.1051,0.56034,-0.85535,-0.95787
1223,1.3003,0.56034,-0.50688,-1.2119
1224,1.1051,0.56034,-0.11486,-0.95787
1225,1.8852,0.56034,0.45139,-1.9732
1226,1.8852,0.56034,0.99587,-1.9732
1227,1.6903,0.56034,1.4968,-1.7195
1228,0.91022,0.56034,1.7799,-0.70423
1229,0.32501,0.56034,1.867,0.057433
1230,-0.64996,0.56034,1.6275,1.3264
1231,-0.84484,0.56034,1.1919,1.58
1232,-1.43,0.56034,0.56028,2.3417
1233,-1.6249,0.56034,-0.22377,2.5953
1234,-0.84484,0.56034,-0.68112,1.58
1235,0.13013,0.56034,-0.79,0.31108
1236,0.91022,0.56034,-0.63756,-0.70423
1237,0.71506,0.56034,-0.44155,-0.45022
1238,0.71506,0.56034,-0.2891,-0.45022
1239,0.52018,0.56034,-0.15842,-0.19658
1240,0.91022,0.56034,0.015818,-0.70423
1241,0.91022,0.56034,0.19005,-0.70423
1242,0.91022,0.56034,0.42962,-0.70423
1243,1.1051,0.56034,0.71273,-0.95787
1244,0.91022,0.56034,0.88697,-0.70423
1245,0.32501,0.56034,0.9523,0.057433
1246,-0.064751,0.56034,0.84341,0.56472
1247,-0.64996,0.56034,0.51672,1.3264
1248,-1.8198,0.56034,-0.20197,2.849
1249,-0.84484,0.56034,-0.68112,1.58
1250,-0.4548,0.56034,-1.0296,1.0724
1251,0.13013,0.56034,-1.0949,0.31108
1252,0.71506,0.56034,-1.0078,-0.45022
1253,0.91022,0.56034,-0.72467,-0.70423
1254,1.4951,0.56034,-0.39798,-1.4655
1255,1.4951,0.56034,0.015818,-1.4655
1256,1.4951,0.56034,0.42962,-1.4655
1257,1.1051,0.56034,0.73451,-0.95787
1258,0.91022,0.56034,1.0394,-0.70423
1259,0.71506,0.56034,1.1919,-0.45022
1260,0.32501,0.56034,1.2354,0.057433
1261,0.52018,0.56034,1.3443,-0.19658
1262,0.52018,0.56034,1.4314,-0.19658
1263,0.32501,0.56034,1.4532,0.057433
1264,-0.64996,0.56034,1.1701,1.3264
1265,-1.04,0.56034,0.69096,1.834
1266,-1.43,0.56034,0.081148,2.3417
1267,-0.64996,0.56034,-0.31087,1.3264
1268,-0.4548,0.56034,-0.63756,1.0724
1269,0.13013,0.56034,-0.74645,0.31108
1270,0.52018,0.56034,-0.72467,-0.19658
1271,1.1051,0.56034,-0.48511,-0.95787
1272,1.1051,0.56034,-0.24554,-0.95787
1273,0.91022,0.56034,0.015818,-0.70423
1274,1.1051,0.56034,0.32071,-0.95787
1275,1.1051,0.56034,0.58207,-0.95787
1276,1.3003,0.56034,0.90874,-1.2119
1277,0.71506,0.56034,1.1048,-0.45022
1278,0.52018,0.56034,1.1919,-0.19658
1279,0.13013,0.56034,1.1483,0.31108
1280,-0.84484,0.56034,0.77808,1.58
1281,-1.04,0.56034,0.32071,1.834
1282,-1.04,0.56034,-0.13664,1.834
1283,-0.4548,0.56034,-0.44155,1.0724
1284,0.13013,0.56034,-0.52866,0.31108
1285,0.71506,0.56034,-0.46333,-0.45022
1286,0.91022,0.56034,-0.20197,-0.70423
1287,1.3003,0.56034,0.14648,-1.2119
1288,0.91022,0.56034,0.32071,-0.70423
1289,0.32501,0.56034,0.36427,0.057433
1290,0.13013,0.56034,0.27716,0.31108
1291,-0.25991,0.56034,0.081148,0.81873
1292,-0.064751,0.56034,-0.11486,0.56472
1293,0.13013,0.56034,-0.26732,0.31108
1294,0.32501,0.56034,-0.31087,0.057433
1295,0.91022,0.56034,-0.11486,-0.70423
1296,0.91022,0.56034,0.10293,-0.70423
1297,0.52018,0.56034,0.14648,-0.19658
1298,0.32501,0.56034,0.19005,0.057433
1299,0.13013,0.56034,0.14648,0.31108
1300,0.52018,0.56034,0.21183,-0.19658
1301,0.52018,0.56034,0.27716,-0.19658
1302,0.71506,0.56034,0.38606,-0.45022
1303,0.71506,0.56034,0.51672,-0.45022
1304,0.52018,0.56034,0.58207,-0.19658
1305,0.32501,0.56034,0.58207,0.057433
1306,0.32501,0.56034,0.58207,0.057433
1307,-0.064751,0.56034,0.45139,0.56472
1308,0.13013,0.56034,0.36427,0.31108
1309,0.52018,0.56034,0.47317,-0.19658
1310,0.91022,0.56034,0.77808,-0.70423
1311,0.91022,0.56034,0.99587,-0.70423
1312,0.71506,0.56034,1.1701,-0.45022
1313,0.91022,0.56034,1.3661,-0.70423
1314,0.71506,0.56034,1.4314,-0.45022
1315,0.32501,0.56034,1.4097,0.057433
1316,-0.064751,0.56034,1.3008,0.56472
1317,0.13013,0.56034,1.279,0.31108
1318,0.32501,0.56034,1.2572,0.057433
1319,0.32501,0.56034,1.3225,0.057433
1320,0.91022,0.56034,1.6275,-0.70423
1321,0.52018,0.56034,1.7146,-0.19658
1322,0.13013,0.56034,1.6928,0.31108
1323,-1.04,0.56034,1.2354,1.834
1324,-1.43,0.56034,0.69096,2.3417
1325,-1.04,0.56034,0.19005,1.834
1326,-0.64996,0.56034,-0.24554,1.3264
1327,-0.064751,0.56034,-0.44155,0.56472
1328,0.32501,0.56034,-0.48511,0.057433
1329,0.52018,0.56034,-0.41978,-0.19658
1330,0.71506,0.56034,-0.2891,-0.45022
1331,0.71506,0.56034,-0.15842,-0.45022
1332,0.71506,0.56034,-0.049532,-0.45022
1333,1.1051,0.56034,0.21183,-0.95787
1334,0.71506,0.56034,0.38606,-0.45022
1335,0.52018,0.56034,0.49495,-0.19658
1336,-0.25991,0.56034,0.29894,0.81873
1337,-1.04,0.56034,-0.26732,1.834
1338,-1.04,0.56034,-0.8118,1.834
1339,-0.25991,0.56034,-1.0514,0.81873
1340,0.32501,0.56034,-1.0514,0.057433
1341,1.1051,0.56034,-0.85535,-0.95787
1342,1.1051,0.56034,-0.55044,-0.95787
1343,1.3003,0.56034,-0.18019,-1.2119
1344,1.3003,0.56034,0.14648,-1.2119
1345,1.1051,0.56034,0.40784,-0.95787
1346,1.1051,0.56034,0.69096,-0.95787
1347,1.4951,0.56034,1.1048,-1.4655
1348,1.6903,0.56034,1.5839,-1.7195
1349,1.4951,0.56034,1.9541,-1.4655
1350,0.91022,0.56034,2.2155,-0.70423
1351,0.52018,0.56034,2.3462,-0.19658
1352,-0.064751,0.56034,2.3026,0.56472
1353,-0.4548,0.56034,1.9759,1.0724
1354,-0.84484,0.56034,1.5403,1.58
1355,-1.2349,0.56034,0.93052,2.0877
1356,-0.84484,0.56034,0.38606,1.58
1357,-0.64996,0.56034,0.015818,1.3264
1358,-0.064751,0.56034,-0.20197,0.56472
1359,0.13013,0.56034,-0.33265,0.31108
1360,0.13013,0.56034,-0.41978,0.31108
1361,-0.064751,0.56034,-0.48511,0.56472
1362,-0.25991,0.56034,-0.55044,0.81873
1363,0.13013,0.56034,-0.57221,0.31108
1364,0.71506,0.56034,-0.50688,-0.45022
1365,1.1051,0.56034,-0.2891,-0.95787
1366,0.71506,0.56034,-0.11486,-0.45022
1367,0.71506,0.56034,0.037595,-0.45022
1368,0.71506,0.56034,0.19005,-0.45022
1369,0.71506,0.56034,0.32071,-0.45022
1370,0.71506,0.56034,0.42962,-0.45022
1371,0.91022,0.56034,0.62563,-0.70423
1372,1.1051,0.56034,0.86519,-0.95787
1373,1.1051,0.56034,1.1265,-0.95787
1374,0.91022,0.56034,1.3879,-0.70423
1375,0.91022,0.56034,1.6492,-0.70423
1376,0.52018,0.56034,1.7363,-0.19658
1377,0.32501,0.56034,1.7581,0.057433
1378,-0.64996,0.56034,1.5186,1.3264
1379,-1.04,0.56034,1.0394,1.834
1380,-1.04,0.56034,0.51672,1.834
1381,-1.43,0.56034,-0.11486,2.3417
1382,-1.04,0.56034,-0.68112,1.834
1383,-0.4548,0.56034,-1.0731,1.0724
1384,-0.064751,0.56034,-1.2038,0.56472
1385,0.52018,0.56034,-1.1602,-0.19658
1386,0.91022,0.56034,-0.96424,-0.70423
1387,0.91022,0.56034,-0.74645,-0.70423
1388,1.3003,0.56034,-0.41978,-1.2119
1389,1.1051,0.56034,-0.071309,-0.95787
1390,1.1051,0.56034,0.25538,-0.95787
1391,1.1051,0.56034,0.56028,-0.95787
1392,0.52018,0.56034,0.58207,-0.19658
1393,-0.064751,0.56034,0.45139,0.56472
1394,-0.25991,0.56034,0.1247,0.81873
1395,-0.64996,0.56034,-0.26732,1.3264
1396,-0.64996,0.56034,-0.65934,1.3264
1397,-0.064751,0.56034,-0.89891,0.56472
1398,0.52018,0.56034,-0.85535,-0.19658
1399,0.91022,0.56034,-0.63756,-0.70423
1400,0.91022,0.56034,-0.41978,-0.70423
1401,0.91022,0.56034,-0.18019,-0.70423
1402,0.52018,0.56034,-0.11486,-0.19658
1403,0.32501,0.56034,-0.093085,0.057433
1404,-0.64996,0.56034,-0.31087,1.3264
1405,-0.4548,0.56034,-0.55044,1.0724
1406,-0.25991,0.56034,-0.72467,0.81873
1407,0.13013,0.56034,-0.76822,0.31108
1408,0.52018,0.56034,-0.76822,-0.19658
1409,0.13013,0.56034,-0.85535,0.31108
1410,1.1051,0.56034,-0.72467,-0.95787
1411,0.91022,0.56034,-0.41978,-0.70423
1412,1.3003,0.56034,-0.0059587,-1.2119
1413,1.6903,0.56034,0.47317,-1.7195
1414,1.8852,0.56034,1.0176,-1.9732
1415,1.6903,0.56034,1.5621,-1.7195
1416,1.4951,0.56034,2.0413,-1.4655
1417,-0.064751,0.56034,2.1066,0.56472
1418,0.32501,0.56034,2.1937,0.057433
1419,0.32501,0.56034,2.2373,0.057433
1420,-0.25991,0.56034,2.0195,0.81873
1421,-0.64996,0.56034,1.6928,1.3264
1422,-0.84484,0.56034,1.2572,1.58
1423,-1.04,0.56034,0.73451,1.834
1424,-1.04,0.56034,0.19005,1.834
1425,-0.84484,0.56034,-0.24554,1.58
1426,-1.04,0.56034,-0.74645,1.834
1427,-0.64996,0.56034,-1.1602,1.3264
1428,-0.064751,0.56034,-1.3345,0.56472
1429,0.32501,0.56034,-1.3563,0.057433
1430,0.52018,0.56034,-1.2691,-0.19658
1431,0.91022,0.56034,-1.0296,-0.70423
1432,1.1051,0.56034,-0.79,-0.95787
1433,1.6903,0.56034,-0.31087,-1.7195
1434,1.8852,0.56034,0.19005,-1.9732
1435,2.4701,0.56034,0.9523,-2.7345
1436,3.0553,0.56034,1.9324,-3.4961
1437,3.2502,0.56034,2.9995,-3.7498
1438,2.6653,0.56034,3.8707,-2.9885
1439,2.4701,0.56034,4.7201,-2.7345
1440,1.8852,0.56034,5.3734,-1.9732
1441,1.1051,0.56034,5.7437,-0.95787
1442,0.32501,0.56034,5.7655,0.057433
1443,-0.25991,0.56034,5.5912,0.81873
1444,-0.64996,0.56034,5.2645,1.3264
1445,-1.2349,0.56034,4.6765,2.0877
1446,-1.6249,0.56034,3.936,2.5953
1447,-2.2099,0.56034,3.0213,3.3566
1448,-2.5999,0.56034,1.9759,3.8643
1449,-2.5999,0.56034,0.84341,3.8643
1450,-2.015,0.56034,-0.071309,3.103
1451,-0.84484,0.56034,-0.57221,1.58
1452,-0.064751,0.56034,-0.74645,0.56472
1453,0.71506,0.56034,-0.65934,-0.45022
1454,0.71506,0.56034,-0.44155,-0.45022
1455,0.91022,0.56034,-0.22377,-0.70423
1456,0.91022,0.56034,0.037595,-0.70423
1457,1.1051,0.56034,0.29894,-0.95787
1458,0.71506,0.56034,0.45139,-0.45022
1459,0.32501,0.56034,0.47317,0.057433
1460,-0.064751,0.56034,0.36427,0.56472
1461,-0.25991,0.56034,0.21183,0.81873
1462,-0.4548,0.56034,-0.071309,1.0724
1463,-0.4548,0.56034,-0.39798,1.0724
1464,-0.64996,0.56034,-0.79,1.3264
1465,-0.25991,0.56034,-1.0078,0.81873
1466,0.32501,0.56034,-1.0731,0.057433
1467,0.52018,0.56034,-1.0296,-0.19658
1468,1.1051,0.56034,-0.70289,-0.95787
1469,1.1051,0.56034,-0.44155,-0.95787
1470,0.91022,0.56034,-0.20197,-0.70423
1471,0.91022,0.56034,0.015818,-0.70423
1472,0.32501,0.56034,0.081148,0.057433
1473,0.32501,0.56034,0.10293,0.057433
1474,-0.25991,0.56034,-0.049532,0.81873
1475,-0.064751,0.56034,-0.24554,0.56472
1476,0.32501,0.56034,-0.2891,0.057433
1477,0.52018,0.56034,-0.22377,-0.19658
1478,0.91022,0.56034,-0.093085,-0.70423
1479,0.71506,0.56034,0.059372,-0.45022
1480,0.91022,0.56034,0.27716,-0.70423
1481,0.52018,0.56034,0.32071,-0.19658
1482,0.32501,0.56034,0.36427,0.057433
1483,-0.25991,0.56034,0.21183,0.81873
1484,-0.4548,0.56034,-0.11486,1.0724
1485,-0.064751,0.56034,-0.2891,0.56472
1486,-0.064751,0.56034,-0.44155,0.56472
1487,0.13013,0.56034,-0.46333,0.31108
1488,0.52018,0.56034,-0.39798,-0.19658
1489,0.91022,0.56034,-0.22377,-0.70423
1490,0.71506,0.56034,-0.049532,-0.45022
1491,1.1051,0.56034,0.23361,-0.95787
1492,0.91022,0.56034,0.42962,-0.70423
1493,0.71506,0.56034,0.58207,-0.45022
1494,0.52018,0.56034,0.66918,-0.19658
1495,0.32501,0.56034,0.6474,0.057433
1496,0.52018,0.56034,0.73451,-0.19658
1497,0.32501,0.56034,0.84341,0.057433
1498,0.32501,0.56034,0.84341,0.057433
1499,0.13013,0.56034,0.86519,0.31108
1500,-0.4548,0.56034,0.62563,1.0724
